customer_id,satisfaction_score,survey_date,tier,points
C084,6.0,2023-12-01,,
C054,3.0,2023-12-02,Silver,6894.0
C071,6.0,2023-12-03,Platinum,855.0
C046,5.0,2023-12-04,Silver,9879.0
C045,6.0,2023-12-05,Silver,6322.0
C040,3.0,2023-12-06,,
C023,9.0,2023-12-07,,
C081,5.0,2023-12-08,,
C011,5.0,2023-12-09,,
C001,8.0,2023-12-10,Platinum,6376.0
C019,3.0,2023-12-11,,
C031,10.0,2023-12-12,Bronze,6431.0
C074,7.0,2023-12-13,,
C034,4.0,2023-12-14,Silver,2350.0
C091,10.0,2023-12-15,Platinum,1735.0
C005,7.0,2023-12-16,Platinum,2685.0
C077,6.0,2023-12-17,Gold,5789.0
C078,3.0,2023-12-18,Silver,1131.0
C013,5.0,2023-12-19,Gold,2093.0
C032,4.0,2023-12-20,Gold,2943.0
C056,7.0,2023-12-21,,
C089,3.0,2023-12-22,Platinum,9332.0
C027,8.0,2023-12-23,Silver,9093.0
C043,8.0,2023-12-24,Silver,8881.0
C070,5.0,2023-12-25,Silver,5096.0
C016,3.0,2023-12-26,,
C041,1.0,2023-12-27,,
C097,2.0,2023-12-28,,
C010,3.0,2023-12-29,Bronze,4169.0
C073,4.0,2023-12-30,Gold,6578.0
C012,10.0,2023-12-31,Silver,1740.0
C048,6.0,2024-01-01,,
C086,9.0,2024-01-02,Silver,8709.0
C029,6.0,2024-01-03,Bronze,3955.0
C094,7.0,2024-01-04,,
C006,3.0,2024-01-05,Silver,3431.0
C067,10.0,2024-01-06,,
C066,8.0,2024-01-07,Gold,7124.0
C036,3.0,2024-01-08,Silver,2224.0
C017,6.0,2024-01-09,Silver,9906.0
C050,2.0,2024-01-10,,
C035,8.0,2024-01-11,,
C008,5.0,2024-01-12,,
C096,7.0,2024-01-13,Gold,4986.0
C028,9.0,2024-01-14,,
C020,2.0,2024-01-15,Bronze,2417.0
C082,7.0,2024-01-16,Silver,8561.0
C026,2.0,2024-01-17,,
C063,6.0,2024-01-18,Silver,6619.0
C014,9.0,2024-01-19,,
C009,,,Bronze,9309.0
C083,,,Platinum,7202.0
C064,,,Gold,7283.0
C051,,,Platinum,8242.0
C024,,,Gold,8549.0
C061,,,Silver,1883.0
C025,,,Gold,7608.0
C039,,,Platinum,2085.0
C057,,,Silver,3064.0
C076,,,Silver,3932.0
C030,,,Silver,2951.0
C092,,,Gold,819.0
C042,,,Silver,7452.0
C022,,,Bronze,6604.0
C085,,,Silver,2385.0
C088,,,Silver,2422.0
C098,,,Bronze,8377.0
C021,,,Gold,4852.0
C090,,,Silver,4146.0
C038,,,Platinum,2079.0
C060,,,Platinum,1762.0
C002,,,Bronze,1273.0
C075,,,Bronze,1526.0
C080,,,Bronze,804.0
C015,,,Gold,851.0
C055,,,Bronze,8321.0
C052,,,Gold,5303.0
C007,,,Gold,2287.0
C099,,,Platinum,9414.0
C044,,,Platinum,2934.0
